id,titulo,titulo_es,tema,ambiente,descripcion_optimizada,descripcion_es,titulo_miniatura,hashtags,etiquetas,imagen_miniatura,url_video,raiz_hz,modo,registro,semilla,tono,duracion_min,comando_regeneracion,comando_ambiente,estado,fecha_publicacion,vistas,suscriptores,subs_por_1000
OBRA-026,Music to Release Tension · Ocean Waves · 432 Hz · Still Water · 1 Hour,Música para soltar tensión · Olas del mar · 432 Hz · Agua quieta · 1 hora,Soltar,mar,"Still Water · 1 Hour

To accompany some time to let go of the day's tension.
Ambience: ocean waves.

Composed around a root of 432 Hz, in just intonation, kumoi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #432hz","Agua quieta · 1 hora

Para acompañar un rato de soltar la tensión del día.
Ambiente: olas del mar.

Compuesta con raíz en 432 Hz, en entonación justa, modo kumoi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #432hz",432 HZ,#relaxingmusic #meditation #432hz,"music to release tension, 432 hz, 432 hz music, stress relief, let go, healing music, ocean waves, sea sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para soltar tensión",,,432,kumoi,medio,146597,-35,60,python3 03-composicion/compositor.py --minutos 60 --raiz 432 --modo kumoi --semilla 146597 --caracter sin-cuenco,python3 03-composicion/ambiente.py audio/OBRA-026_432_kumoi.wav audio/OBRA-026_final.wav --fondo mar,pendiente,,,,
OBRA-027,Music to Release Tension · Rain on Leaves · 396 Hz · Warm Ash · 1 Hour,Música para soltar tensión · Lluvia sobre hojas · 396 Hz · Ceniza tibia · 1 hora,Soltar,lluvia-tambor,"Warm Ash · 1 Hour

To accompany some time to let go of the day's tension.
Ambience: rain on leaves.

Composed around a root of 396 Hz, in just intonation, kumoi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #396hz","Ceniza tibia · 1 hora

Para acompañar un rato de soltar la tensión del día.
Ambiente: lluvia sobre hojas.

Compuesta con raíz en 396 Hz, en entonación justa, modo kumoi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #396hz",396 HZ,#relaxingmusic #meditation #396hz,"music to release tension, 396 hz, 396 hz music, stress relief, let go, healing music, rain sounds, rain on leaves, shamanic drum, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para soltar tensión",,,396,kumoi,medio,338018,180,60,python3 03-composicion/compositor.py --minutos 60 --raiz 396 --modo kumoi --semilla 338018 --caracter sin-cuenco,python3 03-composicion/capas.py ancestral 3640 audio/OBRA-027_capa.wav --semilla 338018 && python3 03-composicion/ambiente.py audio/OBRA-027_396_kumoi.wav audio/OBRA-027_final.wav --fondo fuego --nivel-capa 0 --nivel-obra -20 --capa audio/OBRA-027_capa.wav,pendiente,,,,
OBRA-028,Music to Release Tension · Zen Temple · 417 Hz · Low Door · 45 Minutes,Música para soltar tensión · Templo zen · 417 Hz · Puerta baja · 45 minutos,Soltar,zen,"Low Door · 45 Minutes

To accompany some time to let go of the day's tension.
Ambience: zen temple.

Composed around a root of 417 Hz, in just intonation, hirajoshi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #417hz","Puerta baja · 45 minutos

Para acompañar un rato de soltar la tensión del día.
Ambiente: templo zen.

Compuesta con raíz en 417 Hz, en entonación justa, modo hirajoshi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #417hz",417 HZ,#relaxingmusic #meditation #417hz,"music to release tension, 417 hz, 417 hz music, stress relief, let go, healing music, zen temple, temple bells, wind chimes, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para soltar tensión",,,417,hirajoshi,medio,409966,-150,45,python3 03-composicion/compositor.py --minutos 45 --raiz 417 --modo hirajoshi --semilla 409966 --caracter sin-cuenco,python3 03-composicion/capas.py zen 2740 audio/OBRA-028_capa.wav --semilla 409966 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-028_417_hirajoshi.wav audio/OBRA-028_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-028_capa.wav,pendiente,,,,
OBRA-029,Music to Release Tension · Tropical Rainforest · 639 Hz · Open Field · 1 Hour,Música para soltar tensión · Selva tropical · 639 Hz · Campo abierto · 1 hora,Soltar,selva,"Open Field · 1 Hour

To accompany some time to let go of the day's tension.
Ambience: tropical rainforest.

Composed around a root of 639 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #639hz","Campo abierto · 1 hora

Para acompañar un rato de soltar la tensión del día.
Ambiente: selva tropical.

Compuesta con raíz en 639 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #639hz",639 HZ,#relaxingmusic #meditation #639hz,"music to release tension, 639 hz, 639 hz music, stress relief, let go, healing music, rainforest sounds, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para soltar tensión",,,639,yo,medio,133046,0,60,python3 03-composicion/compositor.py --minutos 60 --raiz 639 --modo yo --semilla 133046 --caracter sin-cuenco,python3 03-composicion/capas.py aves 3640 audio/OBRA-029_capa.wav --semilla 133046 --densidad 2 && python3 03-composicion/ambiente.py audio/OBRA-029_639_yo.wav audio/OBRA-029_final.wav --fondo selva --nivel-capa -2 --capa audio/OBRA-029_capa.wav,pendiente,,,,
OBRA-030,Music to Release Tension · Ocean and Birds · 741 Hz · Thin Air · 45 Minutes,Música para soltar tensión · Mar y pájaros · 741 Hz · Aire delgado · 45 minutos,Soltar,mar-aves,"Thin Air · 45 Minutes

To accompany some time to let go of the day's tension.
Ambience: ocean and birds.

Composed around a root of 741 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #741hz","Aire delgado · 45 minutos

Para acompañar un rato de soltar la tensión del día.
Ambiente: mar y pájaros.

Compuesta con raíz en 741 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #741hz",741 HZ,#relaxingmusic #meditation #741hz,"music to release tension, 741 hz, 741 hz music, stress relief, let go, healing music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para soltar tensión",,,741,yo,medio,244487,-110,45,python3 03-composicion/compositor.py --minutos 45 --raiz 741 --modo yo --semilla 244487 --caracter sin-cuenco,python3 03-composicion/capas.py aves 2740 audio/OBRA-030_capa.wav --semilla 244487 && python3 03-composicion/ambiente.py audio/OBRA-030_741_yo.wav audio/OBRA-030_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-030_capa.wav,pendiente,,,,
OBRA-031,Music to Release Tension · Zen Temple · 852 Hz · Last Light · 45 Minutes,Música para soltar tensión · Templo zen · 852 Hz · Última luz · 45 minutos,Soltar,zen,"Last Light · 45 Minutes

To accompany some time to let go of the day's tension.
Ambience: zen temple.

Composed around a root of 852 Hz, in just intonation, hirajoshi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #852hz","Última luz · 45 minutos

Para acompañar un rato de soltar la tensión del día.
Ambiente: templo zen.

Compuesta con raíz en 852 Hz, en entonación justa, modo hirajoshi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #852hz",852 HZ,#relaxingmusic #meditation #852hz,"music to release tension, 852 hz, 852 hz music, stress relief, let go, healing music, zen temple, temple bells, wind chimes, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para soltar tensión",,,852,hirajoshi,medio,288169,55,45,python3 03-composicion/compositor.py --minutos 45 --raiz 852 --modo hirajoshi --semilla 288169 --caracter sin-cuenco,python3 03-composicion/capas.py zen 2740 audio/OBRA-031_capa.wav --semilla 288169 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-031_852_hirajoshi.wav audio/OBRA-031_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-031_capa.wav,pendiente,,,,
OBRA-032,"Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root, Long · 3 Hours","Música para soltar tensión · Mar y pájaros · 528 Hz · Raíz de sal, larga · 3 horas",Soltar,mar-aves,"Salt Root, Long · 3 Hours

To accompany some time to let go of the day's tension.
Ambience: ocean and birds.

Composed around a root of 528 Hz, in just intonation, hirajoshi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz","Raíz de sal, larga · 3 horas

Para acompañar un rato de soltar la tensión del día.
Ambiente: mar y pájaros.

Compuesta con raíz en 528 Hz, en entonación justa, modo hirajoshi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz",528 HZ,#relaxingmusic #meditation #528hz,"music to release tension, 528 hz, 528 hz music, stress relief, let go, healing music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para soltar tensión",,,528,hirajoshi,medio,638156,70,180,python3 03-composicion/compositor.py --minutos 180 --raiz 528 --modo hirajoshi --semilla 638156 --caracter sin-cuenco,python3 03-composicion/capas.py aves 10840 audio/OBRA-032_capa.wav --semilla 638156 && python3 03-composicion/ambiente.py audio/OBRA-032_528_hirajoshi.wav audio/OBRA-032_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-032_capa.wav,pendiente,,,,
OBRA-033,Focus Music · Tropical Rainforest · 639 Hz · Clean Desk · 2 Hours,Música para concentrarse · Selva tropical · 639 Hz · Mesa limpia · 2 horas,Concentración,selva,"Clean Desk · 2 Hours

To accompany work or study.
Ambience: tropical rainforest.

Composed around a root of 319.5 Hz, the low octave of 639 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 5.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #639hz","Mesa limpia · 2 horas

Para acompañar el trabajo o el estudio.
Ambiente: selva tropical.

Compuesta con raíz en 319.5 Hz, la octava grave de 639 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 5.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #639hz",2 HOURS,#focusmusic #meditation #639hz,"focus music, 639 hz, 639 hz music, study music, deep focus, work music, rainforest sounds, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para concentrarse",,,639,yo,grave,112334,110,120,python3 03-composicion/compositor.py --minutos 120 --raiz 639 --modo yo --semilla 112334 --caracter sin-cuenco --registro grave,python3 03-composicion/capas.py aves 7240 audio/OBRA-033_capa.wav --semilla 112334 --densidad 2 && python3 03-composicion/ambiente.py audio/OBRA-033_639_yo.wav audio/OBRA-033_final.wav --fondo selva --nivel-capa -2 --capa audio/OBRA-033_capa.wav,pendiente,,,,
OBRA-034,Focus Music · Ocean and Birds · 528 Hz · Deep Work · 3 Hours,Música para concentrarse · Mar y pájaros · 528 Hz · Trabajo profundo · 3 horas,Concentración,mar-aves,"Deep Work · 3 Hours

To accompany work or study.
Ambience: ocean and birds.

Composed around a root of 264 Hz, the low octave of 528 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 5.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #528hz","Trabajo profundo · 3 horas

Para acompañar el trabajo o el estudio.
Ambiente: mar y pájaros.

Compuesta con raíz en 264 Hz, la octava grave de 528 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 5.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #528hz",3 HOURS,#focusmusic #meditation #528hz,"focus music, 528 hz, 528 hz music, study music, deep focus, work music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para concentrarse",,,528,yo,grave,249239,150,180,python3 03-composicion/compositor.py --minutos 180 --raiz 528 --modo yo --semilla 249239 --caracter sin-cuenco --registro grave,python3 03-composicion/capas.py aves 10840 audio/OBRA-034_capa.wav --semilla 249239 && python3 03-composicion/ambiente.py audio/OBRA-034_528_yo.wav audio/OBRA-034_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-034_capa.wav,pendiente,,,,
OBRA-035,Focus Music · Tropical Rainforest · 741 Hz · No Interruptions · 2 Hours,Música para concentrarse · Selva tropical · 741 Hz · Sin interrupciones · 2 horas,Concentración,selva,"No Interruptions · 2 Hours

To accompany work or study.
Ambience: tropical rainforest.

Composed around a root of 370.5 Hz, the low octave of 741 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 5.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #741hz","Sin interrupciones · 2 horas

Para acompañar el trabajo o el estudio.
Ambiente: selva tropical.

Compuesta con raíz en 370.5 Hz, la octava grave de 741 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 5.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #741hz",2 HOURS,#focusmusic #meditation #741hz,"focus music, 741 hz, 741 hz music, study music, deep focus, work music, rainforest sounds, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para concentrarse",,,741,yo,grave,74636,-70,120,python3 03-composicion/compositor.py --minutos 120 --raiz 741 --modo yo --semilla 74636 --caracter sin-cuenco --registro grave,python3 03-composicion/capas.py aves 7240 audio/OBRA-035_capa.wav --semilla 74636 --densidad 2 && python3 03-composicion/ambiente.py audio/OBRA-035_741_yo.wav audio/OBRA-035_final.wav --fondo selva --nivel-capa -2 --capa audio/OBRA-035_capa.wav,pendiente,,,,
OBRA-036,Focus Music · Ocean and Birds · 852 Hz · Morning Light · 90 Minutes,Música para concentrarse · Mar y pájaros · 852 Hz · Luz de mañana · 90 minutos,Concentración,mar-aves,"Morning Light · 90 Minutes

To accompany work or study.
Ambience: ocean and birds.

Composed around a root of 426 Hz, the low octave of 852 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 5.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #852hz","Luz de mañana · 90 minutos

Para acompañar el trabajo o el estudio.
Ambiente: mar y pájaros.

Compuesta con raíz en 426 Hz, la octava grave de 852 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 5.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #852hz",90 MIN,#focusmusic #meditation #852hz,"focus music, 852 hz, 852 hz music, study music, deep focus, work music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para concentrarse",,,852,yo,grave,903477,-35,90,python3 03-composicion/compositor.py --minutos 90 --raiz 852 --modo yo --semilla 903477 --caracter sin-cuenco --registro grave,python3 03-composicion/capas.py aves 5440 audio/OBRA-036_capa.wav --semilla 903477 && python3 03-composicion/ambiente.py audio/OBRA-036_852_yo.wav audio/OBRA-036_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-036_capa.wav,pendiente,,,,
OBRA-037,Focus Music · Tropical Rainforest · 432 Hz · Slow Work · 2 Hours,Música para concentrarse · Selva tropical · 432 Hz · Trabajo lento · 2 horas,Concentración,selva,"Slow Work · 2 Hours

To accompany work or study.
Ambience: tropical rainforest.

Composed around a root of 216 Hz, the low octave of 432 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 5.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #432hz","Trabajo lento · 2 horas

Para acompañar el trabajo o el estudio.
Ambiente: selva tropical.

Compuesta con raíz en 216 Hz, la octava grave de 432 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 5.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #432hz",2 HOURS,#focusmusic #meditation #432hz,"focus music, 432 hz, 432 hz music, study music, deep focus, work music, rainforest sounds, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para concentrarse",,,432,yo,grave,718809,180,120,python3 03-composicion/compositor.py --minutos 120 --raiz 432 --modo yo --semilla 718809 --caracter sin-cuenco --registro grave,python3 03-composicion/capas.py aves 7240 audio/OBRA-037_capa.wav --semilla 718809 --densidad 2 && python3 03-composicion/ambiente.py audio/OBRA-037_432_yo.wav audio/OBRA-037_final.wav --fondo selva --nivel-capa -2 --capa audio/OBRA-037_capa.wav,pendiente,,,,
OBRA-038,Focus Music · Ocean Waves · 528 Hz · One Thing · 2 Hours,Música para concentrarse · Olas del mar · 528 Hz · Una sola cosa · 2 horas,Concentración,mar,"One Thing · 2 Hours

To accompany work or study.
Ambience: ocean waves.

Composed around a root of 264 Hz, the low octave of 528 Hz, in just intonation, shin mode.
Breathing cycle: from 6.0 down to 5.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #528hz","Una sola cosa · 2 horas

Para acompañar el trabajo o el estudio.
Ambiente: olas del mar.

Compuesta con raíz en 264 Hz, la octava grave de 528 Hz, en entonación justa, modo shin.
Ciclo respiratorio: de 6.0 a 5.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #528hz",2 HOURS,#focusmusic #meditation #528hz,"focus music, 528 hz, 528 hz music, study music, deep focus, work music, ocean waves, sea sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para concentrarse",,,528,shin,grave,203246,-150,120,python3 03-composicion/compositor.py --minutos 120 --raiz 528 --modo shin --semilla 203246 --caracter sin-cuenco --registro grave,python3 03-composicion/ambiente.py audio/OBRA-038_528_shin.wav audio/OBRA-038_final.wav --fondo mar,pendiente,,,,
OBRA-039,Focus Music · Tropical Rainforest · 639 Hz · Open Window · 90 Minutes,Música para concentrarse · Selva tropical · 639 Hz · Ventana abierta · 90 minutos,Concentración,selva,"Open Window · 90 Minutes

To accompany work or study.
Ambience: tropical rainforest.

Composed around a root of 319.5 Hz, the low octave of 639 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 5.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #639hz","Ventana abierta · 90 minutos

Para acompañar el trabajo o el estudio.
Ambiente: selva tropical.

Compuesta con raíz en 319.5 Hz, la octava grave de 639 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 5.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #639hz",90 MIN,#focusmusic #meditation #639hz,"focus music, 639 hz, 639 hz music, study music, deep focus, work music, rainforest sounds, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para concentrarse",,,639,yo,grave,281608,35,90,python3 03-composicion/compositor.py --minutos 90 --raiz 639 --modo yo --semilla 281608 --caracter sin-cuenco --registro grave,python3 03-composicion/capas.py aves 5440 audio/OBRA-039_capa.wav --semilla 281608 --densidad 2 && python3 03-composicion/ambiente.py audio/OBRA-039_639_yo.wav audio/OBRA-039_final.wav --fondo selva --nivel-capa -2 --capa audio/OBRA-039_capa.wav,pendiente,,,,
OBRA-040,Focus Music · Ocean and Birds · 741 Hz · Until It's Done · 3 Hours,Música para concentrarse · Mar y pájaros · 741 Hz · Hasta terminar · 3 horas,Concentración,mar-aves,"Until It's Done · 3 Hours

To accompany work or study.
Ambience: ocean and birds.

Composed around a root of 370.5 Hz, the low octave of 741 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 5.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #741hz","Hasta terminar · 3 horas

Para acompañar el trabajo o el estudio.
Ambiente: mar y pájaros.

Compuesta con raíz en 370.5 Hz, la octava grave de 741 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 5.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#focusmusic #meditation #741hz",3 HOURS,#focusmusic #meditation #741hz,"focus music, 741 hz, 741 hz music, study music, deep focus, work music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para concentrarse",,,741,yo,grave,883876,-150,180,python3 03-composicion/compositor.py --minutos 180 --raiz 741 --modo yo --semilla 883876 --caracter sin-cuenco --registro grave,python3 03-composicion/capas.py aves 10840 audio/OBRA-040_capa.wav --semilla 883876 && python3 03-composicion/ambiente.py audio/OBRA-040_741_yo.wav audio/OBRA-040_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-040_capa.wav,pendiente,,,,
