id_short,obra,n,archivo,inicio_s,zoom,desfase_s,frase_en_pantalla,yt_titulo,yt_descripcion,yt_etiquetas,yt_video_relacionado,tiktok_portada,tiktok_descripcion,estado,fecha_youtube,url_youtube,fecha_tiktok,url_tiktok
OBRA-011-S3,OBRA-011,3,short-3.mp4,632,1.3,19.2,"a pause, just for you","A pause, just for you · 528 Hz · Ocean and Birds","Stay for one full breath.
Full piece (20 min): Music for Anxiety · Ocean and Birds · 528 Hz · Four and Six · 20 Minutes

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, ocean and birds, Rin",,528 Hz · pause,"Stay for one full breath. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-011-S4,OBRA-011,4,short-4.mp4,904,1.08,28.8,"slow down, one breath at a time","Slow down, one breath at a time · 528 Hz · Ocean and Birds","A small pause in the middle of the day.
Full piece (20 min): Music for Anxiety · Ocean and Birds · 528 Hz · Four and Six · 20 Minutes

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, ocean and birds, Rin",,528 Hz · breathe,"A small pause in the middle of the day. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-011-S5,OBRA-011,5,short-5.mp4,1175,1.22,38.4,before you begin,Before you begin · 528 Hz · Ocean and Birds,"Send this to someone who needs a pause.
Full piece (20 min): Music for Anxiety · Ocean and Birds · 528 Hz · Four and Six · 20 Minutes

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, ocean and birds, Rin",,528 Hz · slow down,"Send this to someone who needs a pause. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-012-S1,OBRA-012,1,short-1.mp4,90,1.0,0,for when your mind won't stop,For when your mind won't stop · 528 Hz · Zen Temple,"Save this for the next hard moment.
Full piece (10 min): Music for Anxiety · Zen Temple · 528 Hz · A Brief Pause · 10 Minutes
https://youtu.be/-ywSggvwt2E

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",https://youtu.be/-ywSggvwt2E,528 Hz · calm,"Save this for the next hard moment. Full 10 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-012-S2,OBRA-012,2,short-2.mp4,211,1.15,9.6,breathe out longer than you breathe in,Breathe out longer than you breathe in · 528 Hz · Zen Temple,"Headphones on. Exhale slowly.
Full piece (10 min): Music for Anxiety · Zen Temple · 528 Hz · A Brief Pause · 10 Minutes
https://youtu.be/-ywSggvwt2E

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",https://youtu.be/-ywSggvwt2E,528 Hz · exhale,"Headphones on. Exhale slowly. Full 10 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-012-S3,OBRA-012,3,short-3.mp4,332,1.3,19.2,"a pause, just for you","A pause, just for you · 528 Hz · Zen Temple","Stay for one full breath.
Full piece (10 min): Music for Anxiety · Zen Temple · 528 Hz · A Brief Pause · 10 Minutes
https://youtu.be/-ywSggvwt2E

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",https://youtu.be/-ywSggvwt2E,528 Hz · pause,"Stay for one full breath. Full 10 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-012-S4,OBRA-012,4,short-4.mp4,454,1.08,28.8,"slow down, one breath at a time","Slow down, one breath at a time · 528 Hz · Zen Temple","A small pause in the middle of the day.
Full piece (10 min): Music for Anxiety · Zen Temple · 528 Hz · A Brief Pause · 10 Minutes
https://youtu.be/-ywSggvwt2E

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",https://youtu.be/-ywSggvwt2E,528 Hz · breathe,"A small pause in the middle of the day. Full 10 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-012-S5,OBRA-012,5,short-5.mp4,575,1.22,38.4,before you begin,Before you begin · 528 Hz · Zen Temple,"Send this to someone who needs a pause.
Full piece (10 min): Music for Anxiety · Zen Temple · 528 Hz · A Brief Pause · 10 Minutes
https://youtu.be/-ywSggvwt2E

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",https://youtu.be/-ywSggvwt2E,528 Hz · slow down,"Send this to someone who needs a pause. Full 10 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-013-S1,OBRA-013,1,short-1.mp4,90,1.0,0,for when your mind won't stop,For when your mind won't stop · 432 Hz · Ocean and Birds,"Save this for the next hard moment.
Full piece (20 min): Music for Anxiety · Ocean and Birds · 432 Hz · Count to Six · 20 Minutes

#anxietyrelief #calm #relaxingmusic #432hz #shorts","anxiety relief, calming music, 432 hz, ocean and birds, Rin",,432 Hz · calm,"Save this for the next hard moment. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #432hz #meditation",pendiente,,,,
OBRA-013-S2,OBRA-013,2,short-2.mp4,361,1.15,9.6,breathe out longer than you breathe in,Breathe out longer than you breathe in · 432 Hz · Ocean and Birds,"Headphones on. Exhale slowly.
Full piece (20 min): Music for Anxiety · Ocean and Birds · 432 Hz · Count to Six · 20 Minutes

#anxietyrelief #calm #relaxingmusic #432hz #shorts","anxiety relief, calming music, 432 hz, ocean and birds, Rin",,432 Hz · exhale,"Headphones on. Exhale slowly. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #432hz #meditation",pendiente,,,,
OBRA-013-S3,OBRA-013,3,short-3.mp4,632,1.3,19.2,"a pause, just for you","A pause, just for you · 432 Hz · Ocean and Birds","Stay for one full breath.
Full piece (20 min): Music for Anxiety · Ocean and Birds · 432 Hz · Count to Six · 20 Minutes

#anxietyrelief #calm #relaxingmusic #432hz #shorts","anxiety relief, calming music, 432 hz, ocean and birds, Rin",,432 Hz · pause,"Stay for one full breath. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #432hz #meditation",pendiente,,,,
OBRA-013-S4,OBRA-013,4,short-4.mp4,904,1.08,28.8,"slow down, one breath at a time","Slow down, one breath at a time · 432 Hz · Ocean and Birds","A small pause in the middle of the day.
Full piece (20 min): Music for Anxiety · Ocean and Birds · 432 Hz · Count to Six · 20 Minutes

#anxietyrelief #calm #relaxingmusic #432hz #shorts","anxiety relief, calming music, 432 hz, ocean and birds, Rin",,432 Hz · breathe,"A small pause in the middle of the day. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #432hz #meditation",pendiente,,,,
OBRA-013-S5,OBRA-013,5,short-5.mp4,1175,1.22,38.4,before you begin,Before you begin · 432 Hz · Ocean and Birds,"Send this to someone who needs a pause.
Full piece (20 min): Music for Anxiety · Ocean and Birds · 432 Hz · Count to Six · 20 Minutes

#anxietyrelief #calm #relaxingmusic #432hz #shorts","anxiety relief, calming music, 432 hz, ocean and birds, Rin",,432 Hz · slow down,"Send this to someone who needs a pause. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #432hz #meditation",pendiente,,,,
OBRA-014-S1,OBRA-014,1,short-1.mp4,90,1.0,0,for when your mind won't stop,For when your mind won't stop · 528 Hz · Zen Temple,"Save this for the next hard moment.
Full piece (20 min): Music for Anxiety · Zen Temple · 528 Hz · In and Out · 20 Minutes

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",,528 Hz · calm,"Save this for the next hard moment. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-014-S2,OBRA-014,2,short-2.mp4,361,1.15,9.6,breathe out longer than you breathe in,Breathe out longer than you breathe in · 528 Hz · Zen Temple,"Headphones on. Exhale slowly.
Full piece (20 min): Music for Anxiety · Zen Temple · 528 Hz · In and Out · 20 Minutes

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",,528 Hz · exhale,"Headphones on. Exhale slowly. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-014-S3,OBRA-014,3,short-3.mp4,632,1.3,19.2,"a pause, just for you","A pause, just for you · 528 Hz · Zen Temple","Stay for one full breath.
Full piece (20 min): Music for Anxiety · Zen Temple · 528 Hz · In and Out · 20 Minutes

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",,528 Hz · pause,"Stay for one full breath. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-014-S4,OBRA-014,4,short-4.mp4,904,1.08,28.8,"slow down, one breath at a time","Slow down, one breath at a time · 528 Hz · Zen Temple","A small pause in the middle of the day.
Full piece (20 min): Music for Anxiety · Zen Temple · 528 Hz · In and Out · 20 Minutes

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",,528 Hz · breathe,"A small pause in the middle of the day. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-014-S5,OBRA-014,5,short-5.mp4,1175,1.22,38.4,before you begin,Before you begin · 528 Hz · Zen Temple,"Send this to someone who needs a pause.
Full piece (20 min): Music for Anxiety · Zen Temple · 528 Hz · In and Out · 20 Minutes

#anxietyrelief #calm #relaxingmusic #528hz #shorts","anxiety relief, calming music, 528 hz, zen temple, Rin",,528 Hz · slow down,"Send this to someone who needs a pause. Full 20 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #528hz #meditation",pendiente,,,,
OBRA-015-S1,OBRA-015,1,short-1.mp4,90,1.0,0,for when your mind won't stop,For when your mind won't stop · 639 Hz · Ocean and Birds,"Save this for the next hard moment.
Full piece (15 min): Music for Anxiety · Ocean and Birds · 639 Hz · Before You Begin · 15 Minutes
https://youtu.be/nN2uPKczsrc

#anxietyrelief #calm #relaxingmusic #639hz #shorts","anxiety relief, calming music, 639 hz, ocean and birds, Rin",https://youtu.be/nN2uPKczsrc,639 Hz · calm,"Save this for the next hard moment. Full 15 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #639hz #meditation",pendiente,,,,
OBRA-015-S2,OBRA-015,2,short-2.mp4,286,1.15,9.6,breathe out longer than you breathe in,Breathe out longer than you breathe in · 639 Hz · Ocean and Birds,"Headphones on. Exhale slowly.
Full piece (15 min): Music for Anxiety · Ocean and Birds · 639 Hz · Before You Begin · 15 Minutes
https://youtu.be/nN2uPKczsrc

#anxietyrelief #calm #relaxingmusic #639hz #shorts","anxiety relief, calming music, 639 hz, ocean and birds, Rin",https://youtu.be/nN2uPKczsrc,639 Hz · exhale,"Headphones on. Exhale slowly. Full 15 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #639hz #meditation",pendiente,,,,
OBRA-015-S3,OBRA-015,3,short-3.mp4,482,1.3,19.2,"a pause, just for you","A pause, just for you · 639 Hz · Ocean and Birds","Stay for one full breath.
Full piece (15 min): Music for Anxiety · Ocean and Birds · 639 Hz · Before You Begin · 15 Minutes
https://youtu.be/nN2uPKczsrc

#anxietyrelief #calm #relaxingmusic #639hz #shorts","anxiety relief, calming music, 639 hz, ocean and birds, Rin",https://youtu.be/nN2uPKczsrc,639 Hz · pause,"Stay for one full breath. Full 15 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #639hz #meditation",pendiente,,,,
OBRA-015-S4,OBRA-015,4,short-4.mp4,679,1.08,28.8,"slow down, one breath at a time","Slow down, one breath at a time · 639 Hz · Ocean and Birds","A small pause in the middle of the day.
Full piece (15 min): Music for Anxiety · Ocean and Birds · 639 Hz · Before You Begin · 15 Minutes
https://youtu.be/nN2uPKczsrc

#anxietyrelief #calm #relaxingmusic #639hz #shorts","anxiety relief, calming music, 639 hz, ocean and birds, Rin",https://youtu.be/nN2uPKczsrc,639 Hz · breathe,"A small pause in the middle of the day. Full 15 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #639hz #meditation",pendiente,,,,
OBRA-015-S5,OBRA-015,5,short-5.mp4,875,1.22,38.4,before you begin,Before you begin · 639 Hz · Ocean and Birds,"Send this to someone who needs a pause.
Full piece (15 min): Music for Anxiety · Ocean and Birds · 639 Hz · Before You Begin · 15 Minutes
https://youtu.be/nN2uPKczsrc

#anxietyrelief #calm #relaxingmusic #639hz #shorts","anxiety relief, calming music, 639 hz, ocean and birds, Rin",https://youtu.be/nN2uPKczsrc,639 Hz · slow down,"Send this to someone who needs a pause. Full 15 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #639hz #meditation",pendiente,,,,
OBRA-016-S1,OBRA-016,1,short-1.mp4,90,1.0,0,for when your mind won't stop,For when your mind won't stop · 417 Hz · Rain on Leaves,"Save this for the next hard moment.
Full piece (30 min): Music for Anxiety · Rain on Leaves · 417 Hz · End of the Day · 30 Minutes

#anxietyrelief #calm #relaxingmusic #417hz #shorts","anxiety relief, calming music, 417 hz, rain on leaves, Rin",,417 Hz · calm,"Save this for the next hard moment. Full 30 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #417hz #meditation",pendiente,,,,
OBRA-016-S2,OBRA-016,2,short-2.mp4,511,1.15,9.6,breathe out longer than you breathe in,Breathe out longer than you breathe in · 417 Hz · Rain on Leaves,"Headphones on. Exhale slowly.
Full piece (30 min): Music for Anxiety · Rain on Leaves · 417 Hz · End of the Day · 30 Minutes

#anxietyrelief #calm #relaxingmusic #417hz #shorts","anxiety relief, calming music, 417 hz, rain on leaves, Rin",,417 Hz · exhale,"Headphones on. Exhale slowly. Full 30 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #417hz #meditation",pendiente,,,,
OBRA-016-S3,OBRA-016,3,short-3.mp4,932,1.3,19.2,"a pause, just for you","A pause, just for you · 417 Hz · Rain on Leaves","Stay for one full breath.
Full piece (30 min): Music for Anxiety · Rain on Leaves · 417 Hz · End of the Day · 30 Minutes

#anxietyrelief #calm #relaxingmusic #417hz #shorts","anxiety relief, calming music, 417 hz, rain on leaves, Rin",,417 Hz · pause,"Stay for one full breath. Full 30 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #417hz #meditation",pendiente,,,,
OBRA-016-S4,OBRA-016,4,short-4.mp4,1354,1.08,28.8,"slow down, one breath at a time","Slow down, one breath at a time · 417 Hz · Rain on Leaves","A small pause in the middle of the day.
Full piece (30 min): Music for Anxiety · Rain on Leaves · 417 Hz · End of the Day · 30 Minutes

#anxietyrelief #calm #relaxingmusic #417hz #shorts","anxiety relief, calming music, 417 hz, rain on leaves, Rin",,417 Hz · breathe,"A small pause in the middle of the day. Full 30 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #417hz #meditation",pendiente,,,,
OBRA-016-S5,OBRA-016,5,short-5.mp4,1775,1.22,38.4,before you begin,Before you begin · 417 Hz · Rain on Leaves,"Send this to someone who needs a pause.
Full piece (30 min): Music for Anxiety · Rain on Leaves · 417 Hz · End of the Day · 30 Minutes

#anxietyrelief #calm #relaxingmusic #417hz #shorts","anxiety relief, calming music, 417 hz, rain on leaves, Rin",,417 Hz · slow down,"Send this to someone who needs a pause. Full 30 min piece on YouTube: Rin.
#anxietyrelief #calm #relaxingmusic #417hz #meditation",pendiente,,,,
OBRA-017-S1,OBRA-017,1,short-1.mp4,90,1.0,0,for a quiet meditation,For a quiet meditation · 417 Hz · Zen Temple,"Save this for your next sit.
Full piece (45 min): Meditation Music · Zen Temple · 417 Hz · Empty Temple · 45 Minutes

#meditationmusic #meditation #mindfulness #417hz #shorts","meditation music, mindfulness, 417 hz, zen temple, Rin",,417 Hz · meditate,"Save this for your next sit. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #417hz #meditation",pendiente,,,,
OBRA-017-S2,OBRA-017,2,short-2.mp4,736,1.15,9.6,"sit, listen, breathe","Sit, listen, breathe · 417 Hz · Zen Temple","Close your eyes for 45 seconds.
Full piece (45 min): Meditation Music · Zen Temple · 417 Hz · Empty Temple · 45 Minutes

#meditationmusic #meditation #mindfulness #417hz #shorts","meditation music, mindfulness, 417 hz, zen temple, Rin",,417 Hz · stillness,"Close your eyes for 45 seconds. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #417hz #meditation",pendiente,,,,
OBRA-017-S3,OBRA-017,3,short-3.mp4,1382,1.3,19.2,follow the sound until it fades,Follow the sound until it fades · 417 Hz · Zen Temple,"Listen until the sound fades.
Full piece (45 min): Meditation Music · Zen Temple · 417 Hz · Empty Temple · 45 Minutes

#meditationmusic #meditation #mindfulness #417hz #shorts","meditation music, mindfulness, 417 hz, zen temple, Rin",,417 Hz · listen,"Listen until the sound fades. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #417hz #meditation",pendiente,,,,
OBRA-017-S4,OBRA-017,4,short-4.mp4,2029,1.08,28.8,nothing to do but listen,Nothing to do but listen · 417 Hz · Zen Temple,"A minute of stillness.
Full piece (45 min): Meditation Music · Zen Temple · 417 Hz · Empty Temple · 45 Minutes

#meditationmusic #meditation #mindfulness #417hz #shorts","meditation music, mindfulness, 417 hz, zen temple, Rin",,417 Hz · sit,"A minute of stillness. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #417hz #meditation",pendiente,,,,
OBRA-017-S5,OBRA-017,5,short-5.mp4,2675,1.22,38.4,"one breath, then the next","One breath, then the next · 417 Hz · Zen Temple","Send this to someone who meditates.
Full piece (45 min): Meditation Music · Zen Temple · 417 Hz · Empty Temple · 45 Minutes

#meditationmusic #meditation #mindfulness #417hz #shorts","meditation music, mindfulness, 417 hz, zen temple, Rin",,417 Hz · silence,"Send this to someone who meditates. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #417hz #meditation",pendiente,,,,
OBRA-018-S1,OBRA-018,1,short-1.mp4,90,1.0,0,for a quiet meditation,For a quiet meditation · 528 Hz · Zen Temple,"Save this for your next sit.
Full piece (45 min): Meditation Music · Zen Temple · 528 Hz · Seven Bells · 45 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · meditate,"Save this for your next sit. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-018-S2,OBRA-018,2,short-2.mp4,736,1.15,9.6,"sit, listen, breathe","Sit, listen, breathe · 528 Hz · Zen Temple","Close your eyes for 45 seconds.
Full piece (45 min): Meditation Music · Zen Temple · 528 Hz · Seven Bells · 45 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · stillness,"Close your eyes for 45 seconds. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-018-S3,OBRA-018,3,short-3.mp4,1382,1.3,19.2,follow the sound until it fades,Follow the sound until it fades · 528 Hz · Zen Temple,"Listen until the sound fades.
Full piece (45 min): Meditation Music · Zen Temple · 528 Hz · Seven Bells · 45 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · listen,"Listen until the sound fades. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-018-S4,OBRA-018,4,short-4.mp4,2029,1.08,28.8,nothing to do but listen,Nothing to do but listen · 528 Hz · Zen Temple,"A minute of stillness.
Full piece (45 min): Meditation Music · Zen Temple · 528 Hz · Seven Bells · 45 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · sit,"A minute of stillness. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-018-S5,OBRA-018,5,short-5.mp4,2675,1.22,38.4,"one breath, then the next","One breath, then the next · 528 Hz · Zen Temple","Send this to someone who meditates.
Full piece (45 min): Meditation Music · Zen Temple · 528 Hz · Seven Bells · 45 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · silence,"Send this to someone who meditates. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-019-S1,OBRA-019,1,short-1.mp4,90,1.0,0,for a quiet meditation,For a quiet meditation · 432 Hz · Zen Temple,"Save this for your next sit.
Full piece (1 h): Meditation Music · Zen Temple · 432 Hz · Metal and Air · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, zen temple, Rin",,432 Hz · meditate,"Save this for your next sit. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-019-S2,OBRA-019,2,short-2.mp4,961,1.15,9.6,"sit, listen, breathe","Sit, listen, breathe · 432 Hz · Zen Temple","Close your eyes for 45 seconds.
Full piece (1 h): Meditation Music · Zen Temple · 432 Hz · Metal and Air · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, zen temple, Rin",,432 Hz · stillness,"Close your eyes for 45 seconds. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-019-S3,OBRA-019,3,short-3.mp4,1832,1.3,19.2,follow the sound until it fades,Follow the sound until it fades · 432 Hz · Zen Temple,"Listen until the sound fades.
Full piece (1 h): Meditation Music · Zen Temple · 432 Hz · Metal and Air · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, zen temple, Rin",,432 Hz · listen,"Listen until the sound fades. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-019-S4,OBRA-019,4,short-4.mp4,2704,1.08,28.8,nothing to do but listen,Nothing to do but listen · 432 Hz · Zen Temple,"A minute of stillness.
Full piece (1 h): Meditation Music · Zen Temple · 432 Hz · Metal and Air · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, zen temple, Rin",,432 Hz · sit,"A minute of stillness. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-019-S5,OBRA-019,5,short-5.mp4,3575,1.22,38.4,"one breath, then the next","One breath, then the next · 432 Hz · Zen Temple","Send this to someone who meditates.
Full piece (1 h): Meditation Music · Zen Temple · 432 Hz · Metal and Air · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, zen temple, Rin",,432 Hz · silence,"Send this to someone who meditates. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-020-S1,OBRA-020,1,short-1.mp4,90,1.0,0,for a quiet meditation,For a quiet meditation · 528 Hz · Rain on Leaves,"Save this for your next sit.
Full piece (30 min): Meditation Music · Rain on Leaves · 528 Hz · Strike and Silence · 30 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, rain on leaves, Rin",,528 Hz · meditate,"Save this for your next sit. Full 30 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-020-S2,OBRA-020,2,short-2.mp4,511,1.15,9.6,"sit, listen, breathe","Sit, listen, breathe · 528 Hz · Rain on Leaves","Close your eyes for 45 seconds.
Full piece (30 min): Meditation Music · Rain on Leaves · 528 Hz · Strike and Silence · 30 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, rain on leaves, Rin",,528 Hz · stillness,"Close your eyes for 45 seconds. Full 30 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-020-S3,OBRA-020,3,short-3.mp4,932,1.3,19.2,follow the sound until it fades,Follow the sound until it fades · 528 Hz · Rain on Leaves,"Listen until the sound fades.
Full piece (30 min): Meditation Music · Rain on Leaves · 528 Hz · Strike and Silence · 30 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, rain on leaves, Rin",,528 Hz · listen,"Listen until the sound fades. Full 30 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-020-S4,OBRA-020,4,short-4.mp4,1354,1.08,28.8,nothing to do but listen,Nothing to do but listen · 528 Hz · Rain on Leaves,"A minute of stillness.
Full piece (30 min): Meditation Music · Rain on Leaves · 528 Hz · Strike and Silence · 30 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, rain on leaves, Rin",,528 Hz · sit,"A minute of stillness. Full 30 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-020-S5,OBRA-020,5,short-5.mp4,1775,1.22,38.4,"one breath, then the next","One breath, then the next · 528 Hz · Rain on Leaves","Send this to someone who meditates.
Full piece (30 min): Meditation Music · Rain on Leaves · 528 Hz · Strike and Silence · 30 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, rain on leaves, Rin",,528 Hz · silence,"Send this to someone who meditates. Full 30 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-021-S1,OBRA-021,1,short-1.mp4,90,1.0,0,for a quiet meditation,For a quiet meditation · 396 Hz · Zen Temple,"Save this for your next sit.
Full piece (45 min): Meditation Music · Zen Temple · 396 Hz · Bronze and Wood · 45 Minutes

#meditationmusic #meditation #mindfulness #396hz #shorts","meditation music, mindfulness, 396 hz, zen temple, Rin",,396 Hz · meditate,"Save this for your next sit. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #396hz #meditation",pendiente,,,,
OBRA-021-S2,OBRA-021,2,short-2.mp4,736,1.15,9.6,"sit, listen, breathe","Sit, listen, breathe · 396 Hz · Zen Temple","Close your eyes for 45 seconds.
Full piece (45 min): Meditation Music · Zen Temple · 396 Hz · Bronze and Wood · 45 Minutes

#meditationmusic #meditation #mindfulness #396hz #shorts","meditation music, mindfulness, 396 hz, zen temple, Rin",,396 Hz · stillness,"Close your eyes for 45 seconds. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #396hz #meditation",pendiente,,,,
OBRA-021-S3,OBRA-021,3,short-3.mp4,1382,1.3,19.2,follow the sound until it fades,Follow the sound until it fades · 396 Hz · Zen Temple,"Listen until the sound fades.
Full piece (45 min): Meditation Music · Zen Temple · 396 Hz · Bronze and Wood · 45 Minutes

#meditationmusic #meditation #mindfulness #396hz #shorts","meditation music, mindfulness, 396 hz, zen temple, Rin",,396 Hz · listen,"Listen until the sound fades. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #396hz #meditation",pendiente,,,,
